"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 28 17:56:38 UTC 2025","Tue Oct 28 17:56:39 UTC 2025","331","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithNonExistentId","Update player with non-existent ID - negative test","Verify that update fails for non-existent player ID"
"failed","Tue Oct 28 17:56:47 UTC 2025","Tue Oct 28 17:56:48 UTC 2025","1633","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testRoleBasedAccessControl","Role-based access control verification","Verify that different roles have appropriate permissions"
"failed","Tue Oct 28 17:56:38 UTC 2025","Tue Oct 28 17:56:39 UTC 2025","330","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithLongPassword","Update player with long password - negative test","Verify that player cannot be updated with password longer than 15 characters"
"failed","Tue Oct 28 17:56:36 UTC 2025","Tue Oct 28 17:56:37 UTC 2025","333","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeBelowMin","Update player with invalid age below minimum - negative test","Verify that player cannot be updated with age below 16"
"passed","Tue Oct 28 17:56:35 UTC 2025","Tue Oct 28 17:56:35 UTC 2025","667","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerScreenNameBySupervisor","Update player screenName by supervisor - positive test","Verify that supervisor can update player screenName"
"failed","Tue Oct 28 17:56:36 UTC 2025","Tue Oct 28 17:56:37 UTC 2025","659","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithDuplicateScreenName","Update player with duplicate screenName - negative test","Verify that player cannot be updated with duplicate screenName"
"failed","Tue Oct 28 17:56:25 UTC 2025","Tue Oct 28 17:56:26 UTC 2025","342","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidGender","Create player with invalid gender - negative test","Verify that player cannot be created with gender other than 'male' or 'female'"
"passed","Tue Oct 28 17:56:49 UTC 2025","Tue Oct 28 17:56:51 UTC 2025","1291","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testUserOwnAccountPermissions","User can update own data but not delete","Verify user role permissions on own account"
"passed","Tue Oct 28 17:56:39 UTC 2025","Tue Oct 28 17:56:40 UTC 2025","330","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteNonExistentPlayer","Delete non-existent player - negative test","Verify that deleting non-existent player returns appropriate error"
"passed","Tue Oct 28 17:56:34 UTC 2025","Tue Oct 28 17:56:34 UTC 2025","669","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerGenderBySupervisor","Update player gender by supervisor - positive test","Verify that supervisor can update player gender"
"failed","Tue Oct 28 17:56:24 UTC 2025","Tue Oct 28 17:56:25 UTC 2025","731","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithDuplicateLogin","Create player with duplicate login - negative test","Verify that player cannot be created with duplicate login"
"failed","Tue Oct 28 17:56:23 UTC 2025","Tue Oct 28 17:56:24 UTC 2025","373","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAdminRole","Create player with admin role assignment","Verify that admin role can be assigned to a new player"
"failed","Tue Oct 28 17:56:26 UTC 2025","Tue Oct 28 17:56:26 UTC 2025","339","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordNoNumbers","Create player with password without numbers - negative test","Verify that player cannot be created with password without numbers"
"passed","Tue Oct 28 17:56:24 UTC 2025","Tue Oct 28 17:56:24 UTC 2025","335","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAgeAboveMax","Create player with age above maximum (61) - negative test","Verify that player cannot be created with age above 60"
"failed","Tue Oct 28 17:56:29 UTC 2025","Tue Oct 28 17:56:29 UTC 2025","333","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithZeroId","Get player with zero ID - negative test","Verify that getting player with zero ID returns appropriate error"
"passed","Tue Oct 28 17:56:43 UTC 2025","Tue Oct 28 17:56:43 UTC 2025","3","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSupervisorBySupervisorShouldFail","Delete supervisor by supervisor - BUG - negative test","BUG: Verify that supervisor cannot delete other supervisors"
"failed","Tue Oct 28 17:56:26 UTC 2025","Tue Oct 28 17:56:27 UTC 2025","327","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithShortPassword","Create player with short password - negative test","Verify that player cannot be created with password shorter than 7 characters"
