"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 28 17:53:26 UTC 2025","Tue Oct 28 17:53:27 UTC 2025","1491","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testMultipleSequentialUpdates","Multiple sequential updates","Verify that player can be updated multiple times"
"failed","Tue Oct 28 17:53:20 UTC 2025","Tue Oct 28 17:53:20 UTC 2025","299","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithLongPassword","Update player with long password - negative test","Verify that player cannot be updated with password longer than 15 characters"
"passed","Tue Oct 28 17:53:22 UTC 2025","Tue Oct 28 17:53:23 UTC 2025","1159","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerByUserForbidden","Delete player by user - negative test","Verify that user role cannot delete any players"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:09 UTC 2025","291","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordNoLetters","Create player with password without letters - negative test","Verify that player cannot be created with password without letters"
"passed","Tue Oct 28 17:53:30 UTC 2025","Tue Oct 28 17:53:31 UTC 2025","1169","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testUserOwnAccountPermissions","User can update own data but not delete","Verify user role permissions on own account"
"passed","Tue Oct 28 17:53:12 UTC 2025","Tue Oct 28 17:53:13 UTC 2025","906","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateOwnProfileByUser","Update own profile by user - positive test","Verify that user can update their own profile"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:09 UTC 2025","306","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordNoNumbers","Create player with password without numbers - negative test","Verify that player cannot be created with password without numbers"
"failed","Tue Oct 28 17:53:14 UTC 2025","Tue Oct 28 17:53:15 UTC 2025","591","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerByUserForbidden","Update player by user without permissions - negative test","Verify that user cannot update other players"
"failed","Tue Oct 28 17:53:08 UTC 2025","Tue Oct 28 17:53:08 UTC 2025","301","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidGender","Create player with invalid gender - negative test","Verify that player cannot be created with gender other than 'male' or 'female'"
"passed","Tue Oct 28 17:53:28 UTC 2025","Tue Oct 28 17:53:29 UTC 2025","888","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testUpdateWithNoChanges","Update with no changes","Verify that update with no actual changes works correctly"
"failed","Tue Oct 28 17:53:25 UTC 2025","Tue Oct 28 17:53:26 UTC 2025","590","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testConcurrentPlayerCreation","Concurrent player creation with same data","Verify system handles concurrent requests properly"
"passed","Tue Oct 28 17:53:24 UTC 2025","Tue Oct 28 17:53:25 UTC 2025","291","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerWithNegativeId","Delete player with negative ID - negative test","Verify that deleting player with negative ID returns appropriate error"
"passed","Tue Oct 28 17:53:22 UTC 2025","Tue Oct 28 17:53:23 UTC 2025","1196","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOtherAdminByAdmin","Admin tries to delete another admin - negative test","Verify that admin cannot delete other admins"
"passed","Tue Oct 28 17:53:21 UTC 2025","Tue Oct 28 17:53:22 UTC 2025","284","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteNonExistentPlayer","Delete non-existent player - negative test","Verify that deleting non-existent player returns appropriate error"
"failed","Tue Oct 28 17:53:08 UTC 2025","Tue Oct 28 17:53:09 UTC 2025","293","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithMinAge","Create player with minimum valid age (16)","Verify that player can be created with age 16 (boundary value)"
"failed","Tue Oct 28 17:53:06 UTC 2025","Tue Oct 28 17:53:06 UTC 2025","338","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAdminRole","Create player with admin role assignment","Verify that admin role can be assigned to a new player"
"failed","Tue Oct 28 17:53:19 UTC 2025","Tue Oct 28 17:53:19 UTC 2025","287","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithInvalidGender","Update player with invalid gender - negative test","Verify that player cannot be updated with invalid gender"
"passed","Tue Oct 28 17:53:03 UTC 2025","Tue Oct 28 17:53:07 UTC 2025","3773","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByUserForbidden","Create player by user without permissions - negative test","Verify that user role cannot create new players"
"failed","Tue Oct 28 17:53:21 UTC 2025","Tue Oct 28 17:53:21 UTC 2025","285","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithShortPassword","Update player with short password - negative test","Verify that player cannot be updated with password shorter than 7 characters"
"failed","Tue Oct 28 17:53:25 UTC 2025","Tue Oct 28 17:53:26 UTC 2025","293","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testBoundaryAges","Test boundary ages (16 and 60)","Verify that boundary values work correctly"
"failed","Tue Oct 28 17:53:25 UTC 2025","Tue Oct 28 17:53:25 UTC 2025","569","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteUserByAdmin","Delete user by admin - positive test","Verify that admin can delete users with 'user' role"
"failed","Tue Oct 28 17:53:21 UTC 2025","Tue Oct 28 17:53:21 UTC 2025","568","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteAdminBySupervisor","Delete admin by supervisor - positive test","Verify that supervisor can delete users with 'admin' role"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:09 UTC 2025","307","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordSpecialChars","Create player with password with special characters - negative test","Verify that player cannot be created with password containing special characters"
"failed","Tue Oct 28 17:53:18 UTC 2025","Tue Oct 28 17:53:18 UTC 2025","578","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithDuplicateScreenName","Update player with duplicate screenName - negative test","Verify that player cannot be updated with duplicate screenName"
"failed","Tue Oct 28 17:53:11 UTC 2025","Tue Oct 28 17:53:11 UTC 2025","295","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithZeroId","Get player with zero ID - negative test","Verify that getting player with zero ID returns appropriate error"
"passed","Tue Oct 28 17:53:22 UTC 2025","Tue Oct 28 17:53:23 UTC 2025","891","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOwnProfileByUser","Delete own profile by user - negative test","Verify that user cannot delete their own profile"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:10 UTC 2025","294","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithNegativeId","Get player with negative ID - negative test","Verify that getting player with negative ID returns appropriate error"
"passed","Tue Oct 28 17:53:12 UTC 2025","Tue Oct 28 17:53:13 UTC 2025","586","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerAgeBySupervisor","Update player age by supervisor - positive test","Verify that supervisor can update player age"
"failed","Tue Oct 28 17:53:17 UTC 2025","Tue Oct 28 17:53:18 UTC 2025","302","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeAboveMax","Update player with invalid age above maximum - negative test","Verify that player cannot be updated with age above 60"
"failed","Tue Oct 28 17:53:11 UTC 2025","Tue Oct 28 17:53:11 UTC 2025","303","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithNonExistentId","Get player with non-existent ID - negative test","Verify that getting player with non-existent ID returns appropriate error"
"passed","Tue Oct 28 17:53:07 UTC 2025","Tue Oct 28 17:53:07 UTC 2025","296","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAgeAboveMax","Create player with age above maximum (61) - negative test","Verify that player cannot be created with age above 60"
"passed","Tue Oct 28 17:53:08 UTC 2025","Tue Oct 28 17:53:08 UTC 2025","299","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidRole","Create player with invalid role - negative test","Verify that player cannot be created with role other than 'admin' or 'user'"
"failed","Tue Oct 28 17:53:08 UTC 2025","Tue Oct 28 17:53:09 UTC 2025","303","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithMaxAge","Create player with maximum valid age (60)","Verify that player can be created with age 60 (boundary value)"
"passed","Tue Oct 28 17:53:15 UTC 2025","Tue Oct 28 17:53:16 UTC 2025","602","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerGenderBySupervisor","Update player gender by supervisor - positive test","Verify that supervisor can update player gender"
"failed","Tue Oct 28 17:53:26 UTC 2025","Tue Oct 28 17:53:38 UTC 2025","11455","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPlayerFullLifecycle","Full lifecycle: Create, Get, Update, Delete player","Verify complete lifecycle of a player through all operations"
"failed","Tue Oct 28 17:53:26 UTC 2025","Tue Oct 28 17:53:27 UTC 2025","849","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPasswordBoundaryLengths","Test password boundary lengths","Verify that password length validation works correctly"
"failed","Tue Oct 28 17:53:25 UTC 2025","Tue Oct 28 17:53:26 UTC 2025","585","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteUserBySupervisor","Delete user by supervisor - positive test","Verify that supervisor can delete users with 'user' role"
"failed","Tue Oct 28 17:53:28 UTC 2025","Tue Oct 28 17:53:29 UTC 2025","1447","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testRoleBasedAccessControl","Role-based access control verification","Verify that different roles have appropriate permissions"
"passed","Tue Oct 28 17:53:24 UTC 2025","Tue Oct 28 17:53:25 UTC 2025","863","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSelfByAdmin","Delete admin by another admin - possible permission test","Verify that admin can delete themselves (admin role)"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:10 UTC 2025","609","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerMultipleTimes","Get player multiple times - positive test","Verify that player can be retrieved multiple times with consistent data"
"failed","Tue Oct 28 17:53:03 UTC 2025","Tue Oct 28 17:53:06 UTC 2025","3073","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByAdmin","Create player with admin role - positive test","Verify that admin can successfully create a user"
"passed","Tue Oct 28 17:53:11 UTC 2025","Tue Oct 28 17:53:22 UTC 2025","10695","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateMultipleFields","Update multiple fields at once - positive test","Verify that multiple fields can be updated in a single request"
"passed","Tue Oct 28 17:53:16 UTC 2025","Tue Oct 28 17:53:16 UTC 2025","297","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerPasswordBySupervisor","Update player password by supervisor - positive test","Verify that supervisor can update player password"
"passed","Tue Oct 28 17:53:07 UTC 2025","Tue Oct 28 17:53:08 UTC 2025","591","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithDuplicateScreenName","Create player with duplicate screenName - negative test","Verify that player cannot be created with duplicate screenName"
"failed","Tue Oct 28 17:53:09 UTC 2025","Tue Oct 28 17:53:10 UTC 2025","316","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerByValidId","Get existing player by valid ID - positive test","Verify that player can be retrieved by valid player ID"
"failed","Tue Oct 28 17:53:18 UTC 2025","Tue Oct 28 17:53:18 UTC 2025","293","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeBelowMin","Update player with invalid age below minimum - negative test","Verify that player cannot be updated with age below 16"
"passed","Tue Oct 28 17:53:16 UTC 2025","Tue Oct 28 17:53:17 UTC 2025","582","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerScreenNameBySupervisor","Update player screenName by supervisor - positive test","Verify that supervisor can update player screenName"
