"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 28 17:45:48 UTC 2025","Tue Oct 28 17:45:50 UTC 2025","1319","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOtherAdminByAdmin","Admin tries to delete another admin - negative test","Verify that admin cannot delete other admins"
"failed","Tue Oct 28 17:45:26 UTC 2025","Tue Oct 28 17:45:29 UTC 2025","2966","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByAdmin","Create player with admin role - positive test","Verify that admin can successfully create a user"
"passed","Tue Oct 28 17:45:30 UTC 2025","Tue Oct 28 17:45:30 UTC 2025","364","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAgeBelowMin","Create player with age below minimum (15) - negative test","Verify that player cannot be created with age below 16"
"passed","Tue Oct 28 17:45:35 UTC 2025","Tue Oct 28 17:45:36 UTC 2025","996","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateOwnProfileByUser","Update own profile by user - positive test","Verify that user can update their own profile"
"failed","Tue Oct 28 17:45:44 UTC 2025","Tue Oct 28 17:45:44 UTC 2025","340","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithInvalidGender","Update player with invalid gender - negative test","Verify that player cannot be updated with invalid gender"
"failed","Tue Oct 28 17:45:32 UTC 2025","Tue Oct 28 17:45:32 UTC 2025","339","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordSpecialChars","Create player with password with special characters - negative test","Verify that player cannot be created with password containing special characters"
"failed","Tue Oct 28 17:45:31 UTC 2025","Tue Oct 28 17:45:31 UTC 2025","339","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithMaxAge","Create player with maximum valid age (60)","Verify that player can be created with age 60 (boundary value)"
"failed","Tue Oct 28 17:45:53 UTC 2025","Tue Oct 28 17:45:53 UTC 2025","647","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testConcurrentPlayerCreation","Concurrent player creation with same data","Verify system handles concurrent requests properly"
"passed","Tue Oct 28 17:45:52 UTC 2025","Tue Oct 28 17:45:53 UTC 2025","973","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSelfByAdmin","Delete admin by another admin - possible permission test","Verify that admin can delete themselves (admin role)"
"passed","Tue Oct 28 17:45:31 UTC 2025","Tue Oct 28 17:45:31 UTC 2025","342","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidRole","Create player with invalid role - negative test","Verify that player cannot be created with role other than 'admin' or 'user'"
"failed","Tue Oct 28 17:45:31 UTC 2025","Tue Oct 28 17:45:32 UTC 2025","337","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithMinAge","Create player with minimum valid age (16)","Verify that player can be created with age 16 (boundary value)"
"failed","Tue Oct 28 17:45:31 UTC 2025","Tue Oct 28 17:45:32 UTC 2025","334","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordNoNumbers","Create player with password without numbers - negative test","Verify that player cannot be created with password without numbers"
"passed","Tue Oct 28 17:45:48 UTC 2025","Tue Oct 28 17:45:48 UTC 2025","322","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteNonExistentPlayer","Delete non-existent player - negative test","Verify that deleting non-existent player returns appropriate error"
"failed","Tue Oct 28 17:45:40 UTC 2025","Tue Oct 28 17:45:40 UTC 2025","333","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeAboveMax","Update player with invalid age above maximum - negative test","Verify that player cannot be updated with age above 60"
"failed","Tue Oct 28 17:45:41 UTC 2025","Tue Oct 28 17:45:41 UTC 2025","326","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeBelowMin","Update player with invalid age below minimum - negative test","Verify that player cannot be updated with age below 16"
"passed","Tue Oct 28 17:45:52 UTC 2025","Tue Oct 28 17:45:52 UTC 2025","3","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSupervisorBySupervisorShouldFail","Delete supervisor by supervisor - BUG - negative test","BUG: Verify that supervisor cannot delete other supervisors"
"failed","Tue Oct 28 17:45:30 UTC 2025","Tue Oct 28 17:45:30 UTC 2025","350","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithFemaleGender","Create player with female gender","Verify that player can be created with female gender"
"failed","Tue Oct 28 17:45:46 UTC 2025","Tue Oct 28 17:45:46 UTC 2025","328","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithNonExistentId","Update player with non-existent ID - negative test","Verify that update fails for non-existent player ID"
"failed","Tue Oct 28 17:45:52 UTC 2025","Tue Oct 28 17:45:52 UTC 2025","657","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteUserByAdmin","Delete user by admin - positive test","Verify that admin can delete users with 'user' role"
"passed","Tue Oct 28 17:45:26 UTC 2025","Tue Oct 28 17:45:30 UTC 2025","3708","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByUserForbidden","Create player by user without permissions - negative test","Verify that user role cannot create new players"
"failed","Tue Oct 28 17:45:53 UTC 2025","Tue Oct 28 17:45:54 UTC 2025","977","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPasswordBoundaryLengths","Test password boundary lengths","Verify that password length validation works correctly"
"failed","Tue Oct 28 17:45:32 UTC 2025","Tue Oct 28 17:45:32 UTC 2025","341","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithShortPassword","Create player with short password - negative test","Verify that player cannot be created with password shorter than 7 characters"
"passed","Tue Oct 28 17:45:53 UTC 2025","Tue Oct 28 17:45:55 UTC 2025","1648","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testMultipleSequentialUpdates","Multiple sequential updates","Verify that player can be updated multiple times"
"passed","Tue Oct 28 17:45:35 UTC 2025","Tue Oct 28 17:45:36 UTC 2025","666","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerAgeBySupervisor","Update player age by supervisor - positive test","Verify that supervisor can update player age"
"failed","Tue Oct 28 17:45:55 UTC 2025","Tue Oct 28 17:45:56 UTC 2025","1629","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testRoleBasedAccessControl","Role-based access control verification","Verify that different roles have appropriate permissions"
"failed","Tue Oct 28 17:45:45 UTC 2025","Tue Oct 28 17:45:45 UTC 2025","322","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithLongPassword","Update player with long password - negative test","Verify that player cannot be updated with password longer than 15 characters"
"passed","Tue Oct 28 17:45:30 UTC 2025","Tue Oct 28 17:45:30 UTC 2025","356","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAgeAboveMax","Create player with age above maximum (61) - negative test","Verify that player cannot be created with age above 60"
"failed","Tue Oct 28 17:45:34 UTC 2025","Tue Oct 28 17:45:34 UTC 2025","330","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithZeroId","Get player with zero ID - negative test","Verify that getting player with zero ID returns appropriate error"
"failed","Tue Oct 28 17:45:54 UTC 2025","Tue Oct 28 17:46:05 UTC 2025","11637","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPlayerFullLifecycle","Full lifecycle: Create, Get, Update, Delete player","Verify complete lifecycle of a player through all operations"
"failed","Tue Oct 28 17:45:31 UTC 2025","Tue Oct 28 17:45:31 UTC 2025","342","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithLongPassword","Create player with long password - negative test","Verify that player cannot be created with password longer than 15 characters"
"passed","Tue Oct 28 17:45:48 UTC 2025","Tue Oct 28 17:45:49 UTC 2025","982","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOwnProfileByUser","Delete own profile by user - negative test","Verify that user cannot delete their own profile"
"passed","Tue Oct 28 17:45:55 UTC 2025","Tue Oct 28 17:45:56 UTC 2025","976","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testUpdateWithNoChanges","Update with no changes","Verify that update with no actual changes works correctly"
"failed","Tue Oct 28 17:45:42 UTC 2025","Tue Oct 28 17:45:43 UTC 2025","667","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithDuplicateScreenName","Update player with duplicate screenName - negative test","Verify that player cannot be updated with duplicate screenName"
"failed","Tue Oct 28 17:45:34 UTC 2025","Tue Oct 28 17:45:35 UTC 2025","756","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateMultipleFields","Update multiple fields at once - positive test","Verify that multiple fields can be updated in a single request"
"failed","Tue Oct 28 17:45:32 UTC 2025","Tue Oct 28 17:45:33 UTC 2025","659","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerMultipleTimes","Get player multiple times - positive test","Verify that player can be retrieved multiple times with consistent data"
"failed","Tue Oct 28 17:45:47 UTC 2025","Tue Oct 28 17:45:47 UTC 2025","327","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithShortPassword","Update player with short password - negative test","Verify that player cannot be updated with password shorter than 7 characters"
"failed","Tue Oct 28 17:45:32 UTC 2025","Tue Oct 28 17:45:32 UTC 2025","359","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerByValidId","Get existing player by valid ID - positive test","Verify that player can be retrieved by valid player ID"
"failed","Tue Oct 28 17:45:37 UTC 2025","Tue Oct 28 17:45:48 UTC 2025","10657","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerGenderBySupervisor","Update player gender by supervisor - positive test","Verify that supervisor can update player gender"
"passed","Tue Oct 28 17:45:30 UTC 2025","Tue Oct 28 17:45:31 UTC 2025","709","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithDuplicateScreenName","Create player with duplicate screenName - negative test","Verify that player cannot be created with duplicate screenName"
"failed","Tue Oct 28 17:45:39 UTC 2025","Tue Oct 28 17:45:50 UTC 2025","10658","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerScreenNameBySupervisor","Update player screenName by supervisor - positive test","Verify that supervisor can update player screenName"
"failed","Tue Oct 28 17:45:30 UTC 2025","Tue Oct 28 17:45:31 UTC 2025","691","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithDuplicateLogin","Create player with duplicate login - negative test","Verify that player cannot be created with duplicate login"
"failed","Tue Oct 28 17:45:37 UTC 2025","Tue Oct 28 17:45:37 UTC 2025","333","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerByAdmin","Update player by admin - positive test","Verify that admin can update user role players"
"passed","Tue Oct 28 17:45:51 UTC 2025","Tue Oct 28 17:45:51 UTC 2025","328","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerWithNegativeId","Delete player with negative ID - negative test","Verify that deleting player with negative ID returns appropriate error"
"passed","Tue Oct 28 17:45:50 UTC 2025","Tue Oct 28 17:45:51 UTC 2025","1306","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerByUserForbidden","Delete player by user - negative test","Verify that user role cannot delete any players"
"failed","Tue Oct 28 17:45:50 UTC 2025","Tue Oct 28 17:45:51 UTC 2025","653","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerTwice","Delete player twice - negative test","Verify that deleting already deleted player returns appropriate error"
"failed","Tue Oct 28 17:45:52 UTC 2025","Tue Oct 28 17:45:53 UTC 2025","336","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testBoundaryAges","Test boundary ages (16 and 60)","Verify that boundary values work correctly"
