"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 28 17:42:19 UTC 2025","Tue Oct 28 17:42:19 UTC 2025","203","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithNonExistentId","Get player with non-existent ID - negative test","Verify that getting player with non-existent ID returns appropriate error"
"failed","Tue Oct 28 17:42:27 UTC 2025","Tue Oct 28 17:42:27 UTC 2025","200","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithShortPassword","Update player with short password - negative test","Verify that player cannot be updated with password shorter than 7 characters"
"failed","Tue Oct 28 17:42:32 UTC 2025","Tue Oct 28 17:42:32 UTC 2025","402","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testConcurrentPlayerCreation","Concurrent player creation with same data","Verify system handles concurrent requests properly"
"failed","Tue Oct 28 17:42:18 UTC 2025","Tue Oct 28 17:42:18 UTC 2025","228","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerByValidId","Get existing player by valid ID - positive test","Verify that player can be retrieved by valid player ID"
"passed","Tue Oct 28 17:42:23 UTC 2025","Tue Oct 28 17:42:33 UTC 2025","10395","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerScreenNameBySupervisor","Update player screenName by supervisor - positive test","Verify that supervisor can update player screenName"
"failed","Tue Oct 28 17:42:13 UTC 2025","Tue Oct 28 17:42:16 UTC 2025","2777","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByAdmin","Create player with admin role - positive test","Verify that admin can successfully create a user"
"failed","Tue Oct 28 17:42:18 UTC 2025","Tue Oct 28 17:42:18 UTC 2025","203","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithPasswordSpecialChars","Create player with password with special characters - negative test","Verify that player cannot be created with password containing special characters"
"failed","Tue Oct 28 17:42:16 UTC 2025","Tue Oct 28 17:42:16 UTC 2025","403","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithAdminRole","Create player with admin role assignment","Verify that admin role can be assigned to a new player"
"passed","Tue Oct 28 17:42:20 UTC 2025","Tue Oct 28 17:42:20 UTC 2025","407","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerAgeBySupervisor","Update player age by supervisor - positive test","Verify that supervisor can update player age"
"failed","Tue Oct 28 17:42:30 UTC 2025","Tue Oct 28 17:42:30 UTC 2025","394","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerTwice","Delete player twice - negative test","Verify that deleting already deleted player returns appropriate error"
"passed","Tue Oct 28 17:42:31 UTC 2025","Tue Oct 28 17:42:31 UTC 2025","194","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerWithNegativeId","Delete player with negative ID - negative test","Verify that deleting player with negative ID returns appropriate error"
"failed","Tue Oct 28 17:42:18 UTC 2025","Tue Oct 28 17:42:18 UTC 2025","246","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithShortPassword","Create player with short password - negative test","Verify that player cannot be created with password shorter than 7 characters"
"failed","Tue Oct 28 17:42:31 UTC 2025","Tue Oct 28 17:42:32 UTC 2025","394","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteUserByAdmin","Delete user by admin - positive test","Verify that admin can delete users with 'user' role"
"failed","Tue Oct 28 17:42:24 UTC 2025","Tue Oct 28 17:42:24 UTC 2025","202","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeBelowMin","Update player with invalid age below minimum - negative test","Verify that player cannot be updated with age below 16"
"failed","Tue Oct 28 17:42:19 UTC 2025","Tue Oct 28 17:42:19 UTC 2025","212","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithZeroId","Get player with zero ID - negative test","Verify that getting player with zero ID returns appropriate error"
"passed","Tue Oct 28 17:42:17 UTC 2025","Tue Oct 28 17:42:17 UTC 2025","457","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithDuplicateScreenName","Create player with duplicate screenName - negative test","Verify that player cannot be created with duplicate screenName"
"failed","Tue Oct 28 17:42:32 UTC 2025","Tue Oct 28 17:42:32 UTC 2025","388","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteUserBySupervisor","Delete user by supervisor - positive test","Verify that supervisor can delete users with 'user' role"
"failed","Tue Oct 28 17:42:13 UTC 2025","Tue Oct 28 17:42:16 UTC 2025","3217","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerBySupervisor","Create player with supervisor role - positive test","Verify that supervisor can successfully create a user"
"passed","Tue Oct 28 17:42:34 UTC 2025","Tue Oct 28 17:42:35 UTC 2025","589","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testUpdateWithNoChanges","Update with no changes","Verify that update with no actual changes works correctly"
"failed","Tue Oct 28 17:42:17 UTC 2025","Tue Oct 28 17:42:17 UTC 2025","215","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidGender","Create player with invalid gender - negative test","Verify that player cannot be created with gender other than 'male' or 'female'"
"failed","Tue Oct 28 17:42:26 UTC 2025","Tue Oct 28 17:42:26 UTC 2025","198","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithLongPassword","Update player with long password - negative test","Verify that player cannot be updated with password longer than 15 characters"
"passed","Tue Oct 28 17:42:20 UTC 2025","Tue Oct 28 17:42:20 UTC 2025","601","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateOwnProfileByUser","Update own profile by user - positive test","Verify that user can update their own profile"
"passed","Tue Oct 28 17:42:29 UTC 2025","Tue Oct 28 17:42:30 UTC 2025","587","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOwnProfileByUser","Delete own profile by user - negative test","Verify that user cannot delete their own profile"
"failed","Tue Oct 28 17:42:21 UTC 2025","Tue Oct 28 17:42:22 UTC 2025","404","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerByUserForbidden","Update player by user without permissions - negative test","Verify that user cannot update other players"
"failed","Tue Oct 28 17:42:18 UTC 2025","Tue Oct 28 17:42:18 UTC 2025","199","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerWithNegativeId","Get player with negative ID - negative test","Verify that getting player with negative ID returns appropriate error"
"failed","Tue Oct 28 17:42:27 UTC 2025","Tue Oct 28 17:42:28 UTC 2025","389","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteAdminBySupervisor","Delete admin by supervisor - positive test","Verify that supervisor can delete users with 'admin' role"
"failed","Tue Oct 28 17:42:33 UTC 2025","Tue Oct 28 17:42:33 UTC 2025","602","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPasswordBoundaryLengths","Test password boundary lengths","Verify that password length validation works correctly"
"passed","Tue Oct 28 17:42:31 UTC 2025","Tue Oct 28 17:42:31 UTC 2025","2","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSupervisorBySupervisorShouldFail","Delete supervisor by supervisor - BUG - negative test","BUG: Verify that supervisor cannot delete other supervisors"
"failed","Tue Oct 28 17:42:24 UTC 2025","Tue Oct 28 17:42:25 UTC 2025","401","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithDuplicateScreenName","Update player with duplicate screenName - negative test","Verify that player cannot be updated with duplicate screenName"
"failed","Tue Oct 28 17:42:32 UTC 2025","Tue Oct 28 17:42:32 UTC 2025","192","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testBoundaryAges","Test boundary ages (16 and 60)","Verify that boundary values work correctly"
"passed","Tue Oct 28 17:42:28 UTC 2025","Tue Oct 28 17:42:29 UTC 2025","788","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteOtherAdminByAdmin","Admin tries to delete another admin - negative test","Verify that admin cannot delete other admins"
"passed","Tue Oct 28 17:42:31 UTC 2025","Tue Oct 28 17:42:31 UTC 2025","582","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeleteSelfByAdmin","Delete admin by another admin - possible permission test","Verify that admin can delete themselves (admin role)"
"failed","Tue Oct 28 17:42:17 UTC 2025","Tue Oct 28 17:42:17 UTC 2025","219","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithFemaleGender","Create player with female gender","Verify that player can be created with female gender"
"failed","Tue Oct 28 17:42:18 UTC 2025","Tue Oct 28 17:42:18 UTC 2025","409","PlayerController Test Suite","Player API Tests","com.spribe.tests.GetPlayerTest","com.spribe.tests.GetPlayerTest","testGetPlayerMultipleTimes","Get player multiple times - positive test","Verify that player can be retrieved multiple times with consistent data"
"passed","Tue Oct 28 17:42:19 UTC 2025","Tue Oct 28 17:42:30 UTC 2025","10499","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdateMultipleFields","Update multiple fields at once - positive test","Verify that multiple fields can be updated in a single request"
"passed","Tue Oct 28 17:42:22 UTC 2025","Tue Oct 28 17:42:22 UTC 2025","408","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerGenderBySupervisor","Update player gender by supervisor - positive test","Verify that supervisor can update player gender"
"failed","Tue Oct 28 17:42:34 UTC 2025","Tue Oct 28 17:42:35 UTC 2025","986","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testRoleBasedAccessControl","Role-based access control verification","Verify that different roles have appropriate permissions"
"passed","Tue Oct 28 17:42:30 UTC 2025","Tue Oct 28 17:42:31 UTC 2025","782","PlayerController Test Suite","Player API Tests","com.spribe.tests.DeletePlayerTest","com.spribe.tests.DeletePlayerTest","testDeletePlayerByUserForbidden","Delete player by user - negative test","Verify that user role cannot delete any players"
"failed","Tue Oct 28 17:42:26 UTC 2025","Tue Oct 28 17:42:27 UTC 2025","202","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithNonExistentId","Update player with non-existent ID - negative test","Verify that update fails for non-existent player ID"
"failed","Tue Oct 28 17:42:25 UTC 2025","Tue Oct 28 17:42:25 UTC 2025","196","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithInvalidGender","Update player with invalid gender - negative test","Verify that player cannot be updated with invalid gender"
"passed","Tue Oct 28 17:42:22 UTC 2025","Tue Oct 28 17:42:22 UTC 2025","201","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerPasswordBySupervisor","Update player password by supervisor - positive test","Verify that supervisor can update player password"
"failed","Tue Oct 28 17:42:33 UTC 2025","Tue Oct 28 17:42:44 UTC 2025","10973","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testPlayerFullLifecycle","Full lifecycle: Create, Get, Update, Delete player","Verify complete lifecycle of a player through all operations"
"passed","Tue Oct 28 17:42:13 UTC 2025","Tue Oct 28 17:42:16 UTC 2025","3459","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerByUserForbidden","Create player by user without permissions - negative test","Verify that user role cannot create new players"
"passed","Tue Oct 28 17:42:17 UTC 2025","Tue Oct 28 17:42:17 UTC 2025","206","PlayerController Test Suite","Player API Tests","com.spribe.tests.CreatePlayerTest","com.spribe.tests.CreatePlayerTest","testCreatePlayerWithInvalidRole","Create player with invalid role - negative test","Verify that player cannot be created with role other than 'admin' or 'user'"
"failed","Tue Oct 28 17:42:21 UTC 2025","Tue Oct 28 17:42:21 UTC 2025","202","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerByAdmin","Update player by admin - positive test","Verify that admin can update user role players"
"passed","Tue Oct 28 17:42:32 UTC 2025","Tue Oct 28 17:42:33 UTC 2025","981","PlayerController Test Suite","Player API Tests","com.spribe.tests.IntegrationTest","com.spribe.tests.IntegrationTest","testMultipleSequentialUpdates","Multiple sequential updates","Verify that player can be updated multiple times"
"failed","Tue Oct 28 17:42:23 UTC 2025","Tue Oct 28 17:42:23 UTC 2025","195","PlayerController Test Suite","Player API Tests","com.spribe.tests.UpdatePlayerTest","com.spribe.tests.UpdatePlayerTest","testUpdatePlayerWithAgeAboveMax","Update player with invalid age above maximum - negative test","Verify that player cannot be updated with age above 60"
